spam,to_multiple,from,cc,sent_email,time,image,attach,dollar,winner,inherit,viagra,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
not spam,1,1,0,0,2012-01-19T22:37:30Z,0,0,0,no,0,0,0,3.318,51,text,0,1,0,2,small
not spam,0,1,0,0,2012-01-20T04:47:02Z,0,0,26,yes,0,0,0,66.924,1209,HTML,0,0,0,18,small
not spam,0,1,0,1,2012-01-20T00:10:31Z,0,0,0,no,0,0,0,3.761,84,HTML,0,0,0,4,small
not spam,0,1,0,1,2012-01-20T00:17:44Z,0,0,0,no,0,0,0,4.92,79,HTML,1,0,0,5,small
not spam,0,1,0,0,2012-01-20T00:37:12Z,0,0,10,no,0,0,0,14.512,212,HTML,0,1,0,24,big
not spam,0,1,0,1,2012-01-20T01:34:04Z,0,0,0,no,0,0,0,8.781,228,HTML,1,0,0,5,big
not spam,0,1,0,1,2012-01-19T22:50:17Z,1,1,0,no,0,0,0,0.638,17,HTML,0,0,0,0,none
not spam,0,1,0,1,2012-01-20T02:43:42Z,0,0,0,no,0,0,0,1.903,50,text,1,0,0,0,small
not spam,0,1,0,1,2012-01-20T03:23:45Z,0,0,0,no,0,0,0,4.237,69,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-01-20T01:29:15Z,0,0,0,no,0,0,0,16.096,256,HTML,0,0,0,1,small
not spam,1,1,0,1,2012-01-20T03:52:22Z,0,0,12,no,0,0,0,4.839,90,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-20T13:51:24Z,0,0,0,no,0,0,0,56.802,896,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-20T07:24:06Z,0,0,0,no,0,0,0,16.071,256,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-20T16:00:18Z,0,0,4,no,1,0,0,7.759,192,HTML,0,0,0,5,small
not spam,1,1,0,1,2012-01-20T12:48:23Z,1,1,0,no,0,0,0,11.229,309,HTML,0,1,0,20,small
not spam,0,1,0,0,2012-01-20T13:59:11Z,0,0,1,no,0,0,0,46.253,577,HTML,0,0,0,11,small
not spam,0,1,0,0,2012-01-20T19:00:36Z,0,0,4,no,1,0,0,7.795,192,HTML,0,0,0,5,small
not spam,0,1,0,0,2012-01-20T19:10:39Z,0,0,0,no,0,0,0,3.258,64,HTML,0,0,0,4,none
not spam,0,1,1,1,2012-01-20T14:19:29Z,0,0,0,no,0,0,0,1.614,51,HTML,1,0,0,4,small
not spam,0,1,1,1,2012-01-20T14:53:34Z,0,0,0,no,0,0,0,14.982,270,HTML,1,0,0,0,big
not spam,0,1,1,1,2012-01-20T15:02:23Z,0,0,0,no,0,0,0,17.109,316,HTML,1,0,0,0,big
not spam,0,1,0,0,2012-01-20T15:06:01Z,0,0,0,no,0,0,0,0.688,19,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-20T15:12:03Z,0,0,0,no,0,0,0,1.51,40,text,0,0,0,4,small
not spam,0,1,6,1,2012-01-20T16:17:39Z,0,0,0,no,0,0,0,3.16,79,HTML,1,0,0,14,small
not spam,0,1,0,0,2012-01-20T16:45:54Z,0,0,6,no,0,0,0,11.562,272,HTML,0,0,0,7,small
not spam,0,1,0,0,2012-01-20T17:01:03Z,0,0,0,no,0,0,0,1.49,40,text,0,0,0,3,small
not spam,0,1,0,0,2012-01-20T17:08:14Z,0,0,6,no,0,0,0,9.021,155,HTML,0,1,0,10,big
not spam,0,1,0,0,2012-01-20T17:13:41Z,0,0,0,no,0,0,0,6.526,119,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-01-20T17:15:30Z,0,0,0,no,0,0,0,23.54,445,HTML,0,0,0,1,small
not spam,1,1,0,0,2012-01-20T17:14:59Z,0,0,5,no,0,0,0,7.447,101,text,0,0,0,1,small
not spam,0,1,6,1,2012-01-20T17:25:17Z,0,0,0,no,0,0,0,4.849,78,HTML,1,0,0,14,big
not spam,0,1,0,0,2012-01-20T17:40:29Z,0,0,0,no,0,0,0,13.994,330,HTML,0,0,0,12,big
not spam,0,1,0,0,2012-01-20T17:41:38Z,0,0,0,no,0,0,0,24.413,455,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-20T18:14:06Z,0,0,0,no,0,0,0,0.688,24,text,0,0,0,1,small
not spam,0,1,0,0,2012-01-20T18:06:49Z,0,0,0,no,0,0,0,25.344,463,HTML,0,0,0,3,small
not spam,1,1,1,0,2012-01-20T18:56:54Z,0,1,0,no,0,0,0,5.468,110,HTML,0,0,0,0,small
not spam,0,1,0,1,2012-01-20T17:58:06Z,0,0,0,no,0,0,0,0.721,26,HTML,0,0,0,2,small
not spam,1,1,0,0,2012-01-20T17:42:13Z,0,0,0,no,0,0,0,3.388,48,text,0,0,0,0,small
not spam,1,1,0,0,2012-01-20T18:44:24Z,0,0,0,no,0,0,0,18.081,304,HTML,0,0,0,5,small
not spam,0,1,1,1,2012-01-20T19:04:31Z,0,0,0,no,0,0,0,17.055,329,HTML,1,0,0,0,big
not spam,0,1,0,0,2012-01-20T19:15:28Z,0,0,0,no,0,0,0,25.319,462,HTML,0,0,0,3,small
not spam,0,1,1,1,2012-01-20T19:45:20Z,0,0,0,no,0,0,0,17.936,382,HTML,1,0,0,0,big
not spam,0,1,0,0,2012-01-20T19:49:02Z,0,0,0,no,0,0,0,23.944,450,HTML,0,0,0,2,small
not spam,1,1,0,0,2012-01-20T19:52:57Z,0,0,0,no,0,0,0,8.378,173,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-01-20T17:03:12Z,0,0,0,no,0,0,0,2.952,50,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-20T17:11:22Z,0,0,0,no,0,0,0,1.025,23,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-20T17:09:56Z,1,2,0,no,0,0,0,8.168,235,HTML,0,0,0,5,small
not spam,1,1,0,0,2012-01-20T17:14:54Z,0,0,0,no,0,0,0,1.109,23,text,0,0,0,0,small
not spam,0,1,9,1,2012-01-20T19:21:43Z,0,0,2,no,0,0,0,9.856,259,HTML,1,0,0,3,small
not spam,0,1,1,0,2012-01-20T17:19:45Z,1,2,0,no,0,0,0,9.896,277,HTML,0,0,0,5,small
not spam,0,1,3,1,2012-01-20T20:34:31Z,0,0,0,no,0,0,0,12,300,HTML,0,0,0,0,small
not spam,0,1,0,1,2012-01-20T20:46:50Z,0,0,0,no,0,0,0,13.562,357,HTML,1,0,0,2,small
not spam,0,1,0,1,2012-01-20T20:52:56Z,0,0,0,no,0,0,0,15.462,418,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-01-20T18:02:29Z,0,1,0,no,0,0,0,0.77,19,text,0,0,0,0,small
not spam,0,1,0,1,2012-01-20T21:19:41Z,0,0,0,no,0,0,0,0.306,10,text,1,0,0,0,small
not spam,0,1,0,0,2012-01-20T20:35:15Z,0,0,0,no,0,0,0,10.58,153,HTML,0,1,0,4,small
not spam,0,1,0,0,2012-01-20T21:47:56Z,0,0,2,no,0,0,0,38.857,726,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-20T23:11:02Z,0,0,0,no,0,0,0,0.208,6,HTML,0,0,0,0,none
not spam,1,1,0,1,2012-01-21T00:00:24Z,0,0,0,no,0,0,0,0.003,2,text,0,0,0,0,none
not spam,0,1,0,0,2012-01-21T01:16:18Z,0,0,0,no,0,0,0,24.144,451,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-20T23:29:59Z,0,0,0,no,0,0,0,8.764,150,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-21T00:32:51Z,0,0,0,no,0,0,0,9.976,165,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-21T03:35:38Z,0,0,0,no,0,0,0,25.989,467,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-21T12:37:36Z,0,0,0,no,0,0,0,2.323,67,HTML,0,0,0,4,none
not spam,0,1,0,0,2012-01-21T12:50:01Z,0,0,1,no,0,0,0,0.552,17,text,0,0,0,0,small
not spam,0,1,0,1,2012-01-21T07:41:11Z,0,0,0,no,0,0,0,0.225,7,text,0,0,0,0,none
not spam,0,1,0,0,2012-01-21T16:00:33Z,0,0,18,no,1,0,0,13.724,307,HTML,0,0,0,8,small
not spam,1,1,0,0,2012-01-21T13:30:23Z,0,1,0,no,0,0,0,0.07,5,text,0,0,0,0,none
not spam,1,1,0,0,2012-01-21T13:51:08Z,0,0,0,no,0,0,0,19.615,271,text,0,0,0,0,none
not spam,0,1,0,0,2012-01-21T19:18:21Z,0,0,0,no,0,0,0,2.25,60,HTML,0,0,0,4,small
not spam,0,1,0,1,2012-01-21T16:04:38Z,0,0,0,no,0,0,0,1.22,34,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-01-21T16:09:37Z,0,0,0,no,0,0,0,0.195,8,text,0,0,0,0,none
not spam,0,1,0,1,2012-01-21T16:10:42Z,0,0,0,no,0,0,0,0.696,18,HTML,0,0,0,0,none
not spam,0,1,0,1,2012-01-21T16:30:49Z,0,0,0,no,0,0,0,4.191,107,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-01-21T16:45:47Z,0,0,0,no,0,0,0,2.591,64,HTML,1,0,0,0,small
not spam,0,1,2,1,2012-01-21T16:48:03Z,0,0,0,no,0,0,0,5.374,141,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-01-21T17:26:42Z,0,0,0,no,0,0,0,23.608,602,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-21T17:35:48Z,0,0,0,no,0,0,0,24.599,621,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-21T14:56:54Z,0,0,0,no,0,0,0,7.871,153,HTML,1,0,0,4,small
not spam,0,1,0,0,2012-01-21T19:04:24Z,0,0,22,no,0,0,0,20.467,258,HTML,0,0,0,22,big
not spam,1,1,9,1,2012-01-21T18:57:37Z,1,1,0,no,0,0,0,6.322,217,HTML,0,1,0,7,small
not spam,0,1,0,0,2012-01-21T17:58:31Z,0,0,0,no,0,0,0,25.332,633,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-21T19:15:20Z,0,0,0,no,0,0,0,25.556,638,HTML,0,0,0,2,small
not spam,0,1,0,1,2012-01-21T20:09:50Z,0,0,0,no,0,0,0,0.417,9,HTML,0,0,0,0,none
not spam,0,1,0,0,2012-01-22T01:14:36Z,0,0,0,no,0,0,0,2.227,56,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-01-21T18:59:41Z,0,0,0,no,0,0,0,3.571,94,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-21T22:01:51Z,0,0,0,no,0,0,2,2.292,41,HTML,0,0,0,0,small
not spam,0,1,0,1,2012-01-21T22:41:18Z,1,1,0,no,0,0,6,4.181,78,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-01-21T22:55:04Z,5,5,0,no,0,0,6,8.531,216,HTML,1,0,0,0,big
not spam,0,1,0,0,2012-01-21T20:39:12Z,0,0,0,no,0,0,0,9.592,159,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-21T23:59:01Z,0,0,0,no,0,0,0,24.419,617,HTML,0,0,0,2,small
not spam,0,1,0,1,2012-01-22T02:14:35Z,2,2,0,no,0,0,6,11.541,236,HTML,1,0,0,0,big
not spam,0,1,0,1,2012-01-22T03:05:02Z,0,0,0,no,0,0,0,0.356,19,text,1,0,0,0,small
not spam,0,1,0,0,2012-01-22T03:26:59Z,0,0,0,no,0,0,0,9.199,150,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-22T06:56:58Z,0,0,0,no,0,0,2,5.35,88,HTML,0,0,0,2,small
not spam,1,1,0,1,2012-01-22T05:36:29Z,1,1,0,no,0,0,0,0.639,20,HTML,0,0,0,4,none
not spam,0,1,0,0,2012-01-22T16:00:36Z,0,0,8,no,1,0,0,9.898,234,HTML,0,0,0,6,small
not spam,0,1,7,1,2012-01-22T14:23:55Z,1,1,0,no,0,0,0,1.609,42,HTML,1,0,0,4,big
not spam,0,1,0,1,2012-01-22T14:52:40Z,0,0,0,no,0,0,2,7.652,136,HTML,1,0,0,2,small
not spam,0,1,7,0,2012-01-22T14:57:16Z,1,1,0,no,0,0,0,3.034,70,HTML,1,0,0,4,big
not spam,0,1,0,0,2012-01-22T12:35:52Z,0,0,0,no,0,0,0,8.653,144,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-22T15:45:22Z,0,0,0,no,0,0,2,10.368,194,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-01-22T14:00:36Z,0,0,0,no,0,0,0,6.757,115,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-01-22T17:20:09Z,0,0,0,no,0,0,0,24.659,622,HTML,0,0,0,2,small
not spam,0,1,7,0,2012-01-22T14:53:39Z,0,0,0,no,0,0,0,6.425,143,HTML,1,0,0,4,big
not spam,0,1,7,1,2012-01-22T14:54:11Z,0,0,0,no,0,0,0,6.447,147,HTML,1,0,0,8,big
not spam,0,1,1,1,2012-01-22T18:28:06Z,0,0,24,no,0,0,0,19.448,429,HTML,1,0,0,14,small
not spam,0,1,7,0,2012-01-22T19:43:03Z,0,0,0,no,0,0,0,2.577,76,text,1,0,0,4,small
not spam,1,1,0,0,2012-01-22T20:09:42Z,0,0,0,no,0,0,0,0.826,17,text,0,1,0,1,small
not spam,1,1,0,1,2012-01-22T20:04:42Z,0,0,0,no,0,0,0,5.106,198,HTML,0,0,0,1,big
not spam,0,1,0,0,2012-01-22T21:22:07Z,0,0,6,no,0,0,0,19.142,257,HTML,0,1,0,20,small
not spam,1,1,0,1,2012-01-22T09:02:27Z,0,0,0,no,0,0,0,31.928,888,text,1,0,0,1,small
not spam,0,1,0,1,2012-01-22T22:48:46Z,1,1,0,no,0,0,0,4.444,93,HTML,0,0,0,2,small
not spam,0,1,0,1,2012-01-22T22:49:47Z,0,0,0,no,0,0,0,9.411,250,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-01-22T23:12:04Z,0,0,0,no,0,0,0,1.461,40,text,0,0,0,1,small
not spam,0,1,0,0,2012-01-22T23:30:04Z,0,0,0,no,0,0,0,0.88,27,text,0,0,0,1,none
not spam,0,1,0,0,2012-01-22T21:23:41Z,0,0,0,no,6,0,0,9.806,180,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-23T01:31:20Z,0,0,0,no,0,0,0,11.479,427,HTML,0,0,0,6,big
not spam,0,1,0,1,2012-01-23T02:32:04Z,1,1,0,no,0,0,0,6.684,141,HTML,0,0,0,2,small
not spam,1,1,0,1,2012-01-23T02:26:17Z,0,0,2,no,0,0,0,40.236,1357,HTML,0,0,0,11,big
not spam,0,1,0,1,2012-01-23T00:36:16Z,0,0,0,no,0,0,0,4.262,93,HTML,1,0,0,8,small
not spam,0,1,0,1,2012-01-23T00:44:41Z,0,0,0,no,0,0,0,0.128,5,text,0,0,0,0,none
not spam,0,1,0,1,2012-01-23T03:44:58Z,0,0,0,no,0,0,0,3.618,60,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-01-23T03:48:10Z,0,0,0,no,0,0,0,6.277,96,HTML,1,0,0,2,big
not spam,0,1,0,0,2012-01-23T03:49:02Z,0,0,0,no,0,0,0,1.49,40,text,0,0,0,1,small
not spam,0,1,0,0,2012-01-23T03:50:03Z,0,0,0,no,0,0,0,0.911,28,text,0,0,0,1,none
not spam,1,1,0,1,2012-01-23T03:39:21Z,0,0,0,no,0,0,0,3.04,73,HTML,1,0,0,4,small
not spam,1,1,1,1,2012-01-23T03:49:58Z,0,0,0,no,0,0,0,2.14,43,HTML,0,0,0,0,none
not spam,0,1,1,1,2012-01-23T15:02:23Z,0,0,0,no,0,0,0,35.693,1101,text,1,0,0,2,small
not spam,0,1,1,0,2012-01-23T10:51:21Z,0,0,0,no,0,0,0,1.885,20,text,0,0,0,0,none
not spam,0,1,0,0,2012-01-23T15:55:55Z,0,0,0,no,0,0,0,13.332,263,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-23T10:55:05Z,0,0,0,no,0,0,0,26.731,661,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-23T16:06:32Z,0,0,4,no,1,0,0,7.735,189,HTML,0,0,0,5,small
not spam,1,1,0,0,2012-01-20T21:31:30Z,0,0,0,yes,0,0,0,6.561,116,text,0,0,0,1,small
not spam,1,1,5,0,2012-01-23T14:03:19Z,0,0,0,no,0,0,0,2.78,69,text,1,0,0,1,small
not spam,0,1,0,0,2012-01-23T14:06:02Z,0,0,18,no,0,0,0,25.274,491,HTML,0,0,0,14,small
not spam,1,1,0,0,2012-01-21T15:08:13Z,0,0,0,no,0,0,0,3.219,56,text,0,0,0,1,small
not spam,1,1,0,0,2012-01-23T14:37:26Z,0,0,0,no,0,0,0,35.925,460,text,0,0,0,0,big
not spam,1,1,0,0,2012-01-23T15:01:32Z,0,0,0,no,0,0,0,4.384,50,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-23T15:04:34Z,0,0,0,no,0,0,0,8.107,191,HTML,0,0,0,2,small
not spam,1,1,1,1,2012-01-23T14:11:44Z,0,0,0,no,0,0,0,13.811,522,HTML,1,0,0,7,big
not spam,1,1,0,0,2012-01-23T14:59:47Z,0,0,0,no,0,0,0,2.546,43,text,0,0,0,0,none
not spam,1,1,0,0,2012-01-23T15:36:19Z,0,0,0,no,0,0,0,17.554,238,text,0,0,0,8,big
not spam,0,1,0,0,2012-01-23T16:03:39Z,0,0,0,no,0,0,0,8.817,148,HTML,0,0,0,4,small
not spam,1,1,0,0,2012-01-23T16:03:55Z,0,0,0,no,0,0,0,5.056,64,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-23T21:57:47Z,0,0,0,no,0,0,0,47.206,887,HTML,0,0,0,20,small
not spam,0,1,0,0,2012-01-23T21:58:10Z,0,0,0,no,0,0,0,47.206,887,HTML,0,0,0,20,small
not spam,0,1,0,1,2012-01-23T16:03:04Z,0,0,0,no,0,0,0,19.433,702,HTML,1,0,0,6,big
not spam,1,1,0,0,2012-01-23T17:51:21Z,1,2,0,no,0,0,0,9.479,188,HTML,0,0,0,2,small
not spam,1,1,0,0,2012-01-23T17:57:02Z,0,1,0,no,0,0,0,4.709,116,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-23T18:13:35Z,0,0,4,no,0,0,0,9.255,145,HTML,0,0,0,6,small
not spam,0,1,0,1,2012-01-23T18:37:42Z,0,0,18,no,0,0,0,11.14,230,HTML,0,1,0,7,small
not spam,1,1,0,0,2012-01-23T19:32:00Z,0,0,0,no,0,0,0,11.854,180,text,0,1,0,0,small
not spam,1,1,1,0,2012-01-23T19:47:58Z,0,0,0,no,0,0,0,3.396,60,text,1,0,0,1,small
not spam,0,1,0,1,2012-01-23T16:58:24Z,0,0,0,no,0,0,0,0.293,7,HTML,0,0,0,0,none
not spam,0,1,0,1,2012-01-23T19:09:23Z,0,0,0,no,2,0,0,9.694,268,HTML,1,0,0,3,small
not spam,0,1,0,0,2012-01-23T20:31:05Z,0,0,0,no,0,0,0,1.233,34,text,0,0,0,2,none
not spam,0,1,0,1,2012-01-23T22:48:52Z,0,0,0,no,0,0,0,1.931,50,HTML,1,0,0,4,small
not spam,0,1,0,1,2012-01-23T22:52:04Z,0,0,12,no,0,0,0,10.403,257,HTML,1,1,0,10,small
not spam,0,1,0,0,2012-01-23T23:53:03Z,0,0,0,no,0,0,0,23.576,602,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T00:03:49Z,0,0,0,no,0,0,0,24.152,613,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-01-24T00:10:13Z,0,0,0,no,0,0,0,24.311,615,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T00:12:46Z,0,0,18,no,0,0,0,17.23,214,HTML,0,1,0,4,small
not spam,0,1,0,0,2012-01-24T00:19:48Z,0,0,0,no,0,0,0,24.33,615,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T00:23:21Z,0,0,0,no,0,0,0,25.972,645,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T00:23:58Z,0,0,0,no,0,0,0,24.832,624,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T00:28:05Z,0,0,0,no,0,0,0,25.017,625,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-01-24T01:14:17Z,0,0,0,no,0,0,0,9.197,148,HTML,0,0,0,6,small
not spam,1,1,0,1,2012-01-24T01:47:13Z,0,0,0,no,0,0,0,0.674,18,HTML,0,0,0,2,none
not spam,0,1,0,0,2012-01-24T02:27:46Z,0,0,0,no,0,0,0,26.526,653,HTML,0,0,0,2,small
not spam,0,1,1,1,2012-01-24T05:28:49Z,1,1,0,no,0,0,0,13.948,351,HTML,0,0,0,12,small
not spam,0,1,0,0,2012-01-24T09:00:37Z,0,0,0,no,0,0,0,23.761,604,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T16:04:07Z,0,0,22,no,1,0,0,17.135,376,HTML,0,0,0,10,small
not spam,0,1,0,0,2012-01-24T12:26:05Z,0,0,0,no,0,0,0,1.204,34,text,0,0,0,2,none
not spam,0,1,0,0,2012-01-24T17:43:56Z,0,0,1,no,0,0,0,1.341,32,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-24T17:43:59Z,0,0,4,no,0,0,0,4.575,87,text,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T18:28:13Z,0,0,0,no,0,0,0,5.358,111,HTML,0,0,0,2,small
not spam,0,1,0,1,2012-01-24T12:32:48Z,0,0,0,no,0,0,0,7.814,293,HTML,1,0,0,4,small
not spam,0,1,0,0,2012-01-24T19:17:34Z,0,0,4,no,1,0,0,7.908,190,HTML,0,0,0,5,small
not spam,0,1,0,0,2012-01-24T14:09:40Z,0,0,0,no,0,0,0,23.759,604,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T12:00:05Z,0,0,0,no,0,0,0,3.306,89,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T12:00:04Z,0,0,0,no,6,0,0,9.601,175,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T14:53:43Z,0,0,0,no,0,0,0,24.223,614,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T14:54:54Z,0,0,0,no,0,0,0,24.294,616,HTML,0,0,0,1,small
not spam,0,1,1,1,2012-01-24T14:22:07Z,0,0,6,no,0,0,0,17.235,508,HTML,1,0,0,2,small
not spam,1,1,0,1,2012-01-24T15:28:52Z,0,0,0,no,0,0,0,0.332,9,text,0,0,0,0,none
not spam,0,1,0,0,2012-01-24T15:15:27Z,0,0,0,no,0,0,0,24.635,621,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T15:19:54Z,0,0,0,no,0,0,0,24.686,622,HTML,0,0,0,2,small
not spam,0,1,1,1,2012-01-24T15:47:49Z,0,0,0,no,0,0,0,0.518,17,text,1,0,0,0,small
not spam,0,1,1,1,2012-01-24T15:51:47Z,0,0,0,no,0,0,0,1.888,54,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-01-24T14:56:45Z,0,0,0,no,0,0,0,5.555,192,HTML,1,0,0,7,small
not spam,0,1,1,1,2012-01-24T16:01:40Z,0,0,0,no,0,0,0,3.322,96,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-01-20T15:24:00Z,0,0,0,no,0,0,0,22.817,446,HTML,0,0,0,55,small
not spam,0,1,0,0,2012-01-24T15:37:58Z,0,0,0,no,0,0,0,25.26,632,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T15:50:10Z,0,0,0,no,0,0,0,7.361,125,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T16:48:32Z,0,0,0,no,0,0,0,26.55,656,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-24T14:13:11Z,0,0,0,no,0,0,0,16.148,256,HTML,0,0,0,1,small
not spam,0,1,1,0,2012-01-24T17:22:07Z,0,0,5,no,0,0,0,0.639,36,text,0,0,0,0,small
not spam,1,1,0,0,2012-01-24T17:13:10Z,0,0,0,no,0,0,0,8.787,208,HTML,0,0,0,5,big
not spam,0,1,0,0,2012-01-24T17:38:34Z,0,0,0,no,0,0,0,22.156,398,HTML,0,0,0,28,small
not spam,0,1,0,0,2012-01-24T17:42:50Z,0,0,0,yes,0,0,0,150.455,2043,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-01-24T17:44:34Z,0,0,0,yes,0,0,0,10.731,226,HTML,0,0,0,0,small
not spam,1,1,0,0,2012-01-24T18:09:39Z,0,0,2,no,0,0,0,25.394,328,text,0,0,0,0,small
not spam,0,1,0,1,2012-01-24T18:32:37Z,0,0,4,no,0,0,0,4.85,96,HTML,1,0,0,2,small
not spam,0,1,0,1,2012-01-24T20:10:48Z,0,0,4,no,0,0,0,6.609,101,HTML,1,0,0,6,small
not spam,1,1,0,0,2012-01-24T20:11:01Z,0,0,0,no,0,0,0,0.718,11,text,0,1,0,0,none
not spam,0,1,0,1,2012-01-24T20:17:03Z,0,0,4,no,0,0,0,7.853,129,HTML,1,0,0,6,small
not spam,0,1,0,0,2012-01-25T01:35:30Z,0,1,0,no,0,0,0,14.765,179,HTML,0,0,0,2,big
not spam,0,1,0,0,2012-01-24T20:29:14Z,0,0,0,no,0,0,0,33.115,781,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-24T20:36:59Z,0,0,0,no,0,0,0,30.363,724,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-24T20:56:35Z,0,0,4,no,0,0,0,9.622,256,HTML,1,0,0,8,small
not spam,0,1,0,1,2012-01-24T20:58:50Z,0,0,0,yes,0,0,0,17.402,233,text,1,0,0,1,small
not spam,0,1,0,1,2012-01-24T22:32:38Z,0,0,0,no,0,0,0,9.291,332,HTML,1,0,0,6,small
not spam,0,1,0,0,2012-01-25T00:33:41Z,0,0,24,no,0,0,0,18.457,238,HTML,0,1,0,6,small
not spam,0,1,0,0,2012-01-25T00:59:06Z,0,0,0,no,0,0,0,24.159,613,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-25T02:53:37Z,0,0,1,no,0,0,0,2.013,35,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-01-25T04:19:03Z,0,0,0,no,0,0,0,1.525,43,text,0,0,0,3,small
not spam,0,1,1,0,2012-01-25T10:13:06Z,0,0,0,no,0,0,0,7.577,103,text,0,1,0,0,small
not spam,0,1,0,0,2012-01-25T10:13:06Z,0,0,4,no,0,0,0,0.969,14,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-01-25T16:06:33Z,0,0,14,no,1,0,0,15.123,335,HTML,0,0,0,9,small
not spam,0,1,2,1,2012-01-25T14:01:55Z,0,0,1,no,0,0,0,3.22,66,text,1,0,0,1,small
not spam,1,1,0,0,2012-01-25T14:42:11Z,0,1,0,no,0,0,0,0.187,8,text,0,0,0,0,none
not spam,1,1,1,0,2012-01-25T15:09:23Z,0,0,0,no,0,0,0,2.107,57,HTML,1,0,0,2,small
not spam,1,1,0,0,2012-01-25T15:38:45Z,0,0,0,no,0,0,0,11.438,170,text,0,0,0,0,small
not spam,0,1,0,0,2012-01-25T15:44:48Z,0,0,0,no,0,0,0,25.956,651,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-01-25T13:18:22Z,0,0,0,no,0,0,0,5.903,104,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-01-25T16:38:47Z,0,0,0,no,0,0,0,0.515,6,HTML,0,0,0,0,none
not spam,0,1,2,1,2012-01-25T13:43:19Z,0,0,10,no,0,0,0,17.12,383,HTML,1,0,0,10,small
not spam,0,1,0,1,2012-01-25T16:46:45Z,0,0,0,no,0,0,0,1.814,52,HTML,1,0,0,0,small
